true_sentiment,title
Neutral,AUDUSD Price Analysis Flatlines above 06700 mark not out of the woods yet
Positive,GBPUSD Price Analysis Climbs further beyond 12100 eyes 50day SMA amid softer USD
Neutral,GBPUSD must hold the 200DMA at 11926 to avoid deeper losses – SocGen
Positive,GBPUSD Potential to reach recent peaks in the mid124s – Scotiabank
Positive,The EURUSD &  GBPUSD are extending higher in early US trading. What levels are in play?
Neutral,EURUSD Price Analysis Initial hurdle appears at the 55day SMA
Neutral,GBPUSD seen at 122 by end2023 and at 124 by mid2024 – Wells Fargo
Negative,EURUSD Life is difficult for Euro bulls – SocGen
Negative,EURUSD sellers into the London fixing
Neutral,USDJPY Price Analysis Retraces below 13600 as bulls take a breather
Positive,EURUSD Price Analysis Bulls remain in play while above 10580 and eye 10700
Neutral,AUDUSD setting up for a showdown between buyers and sellers
Positive,AUDUSD Price Analysis Bulls eye daily trendline resistance and a confluence near 06800
Negative,GBPUSD bears back in as US Dollar resurges from US session lows
Neutral,GBPUSD moves down and up and down and up and back down again
Negative,Forex Today Fears remain the same USD makes the most out of it
Negative,EURUSD surrenders crucial 10580 support as Fed’s rate hike fears mount
Neutral,AUDUSD grinds above 06700 as Australia GDP ChinaUS PMI loom
Positive,GBPUSD marches towards 12030 amid upbeat technical details Brexit BoE’s Bailey eyed
Neutral,When is the Australian Q4 2022 GDP release and how could it affect AUDUSD
Positive,USDJPY approaches twomonth high near 13700 as BoJ considers easy policy appropriate
Negative,EURUSD bears take out key lows breaking below 10570 so far
Negative,Breaking Aussie data dump crashes AUDUSD
Negative,AUDUSD tumbles to near 06700 on subdued Australian GDP and soft inflation data
Positive,China NBS Manufacturing  Non manufacturing PMIs beats are a welcome suprise for AUD bulls
Neutral,BoJ’s Nakagawa Easy monetary policy is important for the time being supports economy
Negative,GBPUSD Price Analysis Pullback from 12110 resistance confluence lures Cable bears
Positive,Chinas Caixin Manufacturing PMI expands to 516 in February vs 502 expected
Neutral,NZDUSD bulls come back to the table on China data
Positive,AUDUSD extends bounce off twomonth low towards 06750 on upbeat China PMI
Negative,EURUSD Price Analysis Bears keep the reins even as corrective bounce eyes to reclaim 10600
Positive,USDJPY Price Analysis Eyes another battle with the key DMAs above 13600
Positive,GBPUSD gathers strength above 12000 as upbeat China PMI ameliorates riskoff mood
Positive,EURUSD looks to regain 10600 as US Dollar bulls take a breather German Inflation US PMI eyed
Positive,BoJ’s Nakagawa Were aiming for positive economic cycle accompanied by higher wages
Positive,AUDUSD extends Vshape recovery to 06760 as upbeat Caixin PMI outweighs Aussie CPI
Neutral,EURUSD has embarked on a consolidation range – UOB
Positive,USDJPY sticks to modest gains below mid13600s remains close to YTD peak set on Tuesday
Neutral,GBPUSD now seen within 1197012160 – UOB
Neutral,EURUSD A recovery to 110 is possible in the medium term – Commerzbank
Negative,AUDUSD Outlook remains weak for the time being – UOB
Negative,GBP might come under depreciation pressure if if Bailey were to sound cautious – Commerzbank
Positive,USDJPY Extra gains look likely above 13690 – UOB
Positive,GBPUSD jumps back closer to 12100 mark fresh daily peak amid notable USD supply
Neutral,GBPUSD could drift back to 12100 on the slightly softer Dollar – ING
Neutral,ECB’s Muller Rate hikes are having an effect but inflation is still too high
Neutral,ECB’s Villeroy Inflation in France should reach peak during the first semester
Neutral,German Unemployment Rate steadies at 55 in January vs 55 expected
Negative,AUDUSD Aussie not standing a chance against Dollar at present – Commerzbank
Positive,EURUSD 105 will be the bottom of the first quarter range after all – ING
Positive,EURUSD climbs to multisession highs beyond 10650 ahead of key data
Positive,AUDUSD recovers further from YTD low steadily climbs to 0677580 zone amid weaker USD
Neutral,New UKEU deal not a game changer for Sterling – ING
Positive,BoEs Bailey Some further increase in bank rate may turn out to be appropriate
Positive,ECBs Nagel Further significant rate hikes beyond March may be needed
Negative,USDJPY flirts with weekly low amid broad based USD weakness holds above mid13500s
Positive,EURUSD China’s reopening provides additional 34 upside potential – Barclays
Negative,EURUSD A small excursion towards the lows at the start of the week might be seen again – Commerzbank
Positive,GBPUSD to break past the 12450 area post range bound phase – Credit Suisse
Negative,USDJPY 200DMA at 13720 to cap risk to turn lower again – Credit Suisse
Positive,EURUSD to enjoy further gains toward 107 potentially 108 – Scotiabank
Positive,EURUSD Price Analysis Above 10804 comes the YTD high
Neutral,EURUSD Key support at 1048363 to contain weakness – Credit Suisse
Negative,AUDUSD falls back to toward the 100 hour MA
Negative,GBPUSD hits a daily low below 12000 post US ISM Manufacturing PMI
Positive,GBPUSD finds buyers ahead of the 100 day MA/swing area
Positive,Yields moving higher pushes the USDJPY back above the 100 hour MA
Positive,Eurozone HICP Preview Forecasts from six major banks core inflation to reach new record high
Negative,EURUSD retreats from weekly highs after ISM Manufacturing PMI
Negative,USDJPY glued nearby 13600 subdued after US ISM PMI data
Neutral,AUDUSD Price Analysis Bulls still got skin in the game eye 068 territories but bears lurk
Negative,GBPUSD Price Analysis Bears in town and eye last weeks lows as target
Negative,Forex Today Global inflation fears offer little help to the USD
Negative,USDJPY Price Analysis Bears pressure trendline support
Negative,EURUSD eyes 10700 as ECB expects no calm in rates as German Inflation picks air
Positive,AUDUSD grinds near mid06700s as strong Treasury bond yields probe US Dollar weakness
Neutral,GBPUSD rebounds from 12000 still inside the woods on ambiguous remarks from BoE Bailey
Positive,USDJPY aims to break 13620 as Fed rate hike fears back in action
Positive,EURUSD Price Analysis Bulls target 10700 amid 50EMA roadblock
Positive,AUDUSD Price Analysis Bulls eye a run to test key daily structure
Positive,BoJs Takata Must maintain current massive monetary policy easing
Negative,GBPUSD Price Analysis Bears pressing in and eye a break of key support
Positive,USDJPY Price Analysis Stretches rebounds from 50SMA past 13600
Neutral,AUDUSD defends 06730 as upside looks capped for USD Index yields extend gains
Neutral,ExBoJ’s Shirakawa BoJ must reexamine monetary framework inflation targets
Negative,EURUSD looks vulnerable near 10660 as yields soar amid hawkish Fed bets
Negative,GBPUSD prints threeday losing streak below 12080 hurdle on Brexit anxiety firmer yields
Neutral,BoJs Takata Dont see need now to take additional steps to improve market function
Neutral,Chinas GDP target could range between 555 and be as high as 6 – Reuters
Negative,AUDUSD Price Analysis Bears approach 06700 support confluence
Negative,EURUSD A sustained move above 10750 seems unlikely – UOB
Negative,EURUSD slides towards 10600 on upbeat yields Eurozone inflation ECB’s Lagarde eyed
Positive,USDJPY climbs back closer to YTD top bulls await sustained move beyond 100day SMA
Neutral,GBPUSD sticks to the consolidative range – UOB
Positive,ECB hawkishness underlines support for Euro – CIBC
Positive,AUDUSD to advance nicely towards 074 by yearend – BofA
Neutral,Lagarde speech Case for a 50 bps rate hike this month is still on the table as inflation is still too high
Positive,EURUSD could reach 107 if EU inflation data surprise significantly to the upside – Commerzbank
Neutral,Lagarde speech Price decline is not stable
Neutral,China’s Commerce Ministry China is prepared to communicate with US to ease trade restrictions
Negative,GBPUSD drops back closer to mid11900s eyes 200day SMA amid bullish USD
Positive,USDJPY Further advance likely above 13690 – UOB
Neutral,EURUSD may well be trapped in a 1060010700 range today – ING
Neutral,BoE DMP Survey Businesses’ expectations for their ownprice inflation declined in February
Negative,Breaking Eurozone Preliminary HICP inflation eases to 85 YoY in February vs 82 expected
Negative,EURUSD comes under pressure near 10600 post EMU CPI and ahead of ECB
Negative,AUDUSD refreshes daily low seems vulnerable near 0672520 area amid bullish USD
Negative,BoE to tighten rates less or to pause the cycle pounding the Pound – Commerzbank
Positive,Rates to peak in September Dollar should be lower by then – SocGen
Negative,USDJPY set to test the 120 level into yearend – CIBC
Positive,EURUSD set to hit the 112 level by yearend – Barclays
Positive,ECB Accounts Further rate hikes required for policy to enter restrictive territory
Negative,USDJPY Yen to strengthen over the mediumterm patience required – HSBC
Negative,GBPUSD Price Analysis Bears look to seize control break below 200 DMA awaited
Positive,EURUSD to drift higher later in the year – MUFG
Positive,GBPUSD to retest early 2023 highs north of 124 into Q2 – CIBC
Neutral,EURUSD Price Analysis The 55day SMA caps the upside… for now
Positive,USDJPY hit two months highs faces resistance at 13700
Neutral,BoEs Pill Current momentum in economic activity may be slightly stronger than anticipated
Neutral,AUDUSD Downside correction should fade in H1 with better prospects beyond – MUFG
Neutral,AUDUSD approaches 100 day/100 hour MAs
Neutral,EURUSD tries  to bounce with overhead MA resistance in the way
Neutral,GBPUSD bounces off the 200 day MA. What now?
Negative,GBPUSD stumbles below 12000 on US jobs data high UST bond yields
Negative,EURUSD moves toward lows and the next downside target
Negative,EURUSD trims Wednesday’s gains down below 10600
Neutral,"Speaking of dodging bullets, the EURUSD, GBPUSD, & USDJPY went to the edge and backed off"
Positive,ECB Looking at a 50bp rate hike in March and May – Danske Bank
Negative,AUDUSD retreats on US jobless claims hovers around 06730s
Positive,AUDUSD  rises to 100 day/100 hour MA
Neutral,EURUSD pares weekly gains around 10600 as ECB Fed officials back higher rates to tame inflation
Negative,GBPUSD Price Analysis Fresh downside looks likely on Descending Triangle breakdown below 11900
Positive,ECBs Wunsch Rate of 4 cant be excluded if core inflation stays high
Neutral,AUDUSD Price Analysis Attempts to deliver a bullish reversal
Positive,RBA to lift rates to 360 on March 7 finish at 385 in Q2 – Reuters poll
Positive,USDJPY rebounds from 13650 as Tokyo Inflation softens heavily US Services PMI eyed
Negative,EURUSD Price Analysis Bears can dismiss recovery within triangle unless buyers take 10685
Neutral,GBPUSD looks to regain 12000 as mixed Fed talks probe US Dollar bulls UKUS PMI in focus
Positive,Japan’s Suzuki Will accelerate addressing issues with energy food price hikes
Positive,China Caixin Services beats and compliments a slew of positive data from China
Neutral,AUDUSD remains quiet around 06740 despite upbeat Caixin Services PMI
Negative,USDJPY Price Analysis Slips below 13700 within one week old rising wedge
Neutral,EURUSD aims to shift business above 10600 amid subdued USD Index US Services PMI eyed
Neutral,GBPUSD Price Analysis Bounces off key support line as bulls attack 11975 hurdle
Positive,AUDUSD Mild bid around 06750 as US Dollar traces offbeat yields US ISM Services PMI eyed
Positive,USDJPY aims to recapture 13700 despite riskoff mood fades focus in on US Services PMI
Positive,ECB Now expect the terminal rate at 4 – Morgan Stanley
Neutral,EURUSD now faces some consolidation within 1053010700 – UOB
Positive,EURUSD could stage a modest recovery in the coming few weeks – HSBC
Negative,GBPUSD A deeper pullback is seen below 11900 – UOB
Neutral,AUDUSD Downside momentum looks mitigated – UOB
Neutral,EURUSD Volatility in a 105110 range depending on the data in Q2 – ING
Negative,USDJPY moves away from YTD peak eyes 13600 mark amid notable USD supply
Positive,Widening in nominal rate differential favours a modest uptrend in EURCHF – CIBC
Negative,Euro at risk of recording significant losses if core inflation eases over next year – Commerzbank
